titles,years,ratings,location,variety
Terry Hoage 2007 The Hedge Syrah (Paso Robles),2007,85,Central Coast,Syrah
Calcareous 2007 Twisted Sisters Syrah (Paso Robles),2007,85,Central Coast,Syrah
Wrath 2008 San Saba Vineyard Sauvignon Blanc (Monterey),2008,85,Central Coast,Sauvignon Blanc
Halter Ranch 2008 Halter Ranch Vineyard Viognier (Paso Robles),2008,85,Central Coast,Viognier
Mosby 2007 Dolcetto (Santa Barbara County),2007,85,Central Coast,"Dolcetto, Italian Red"
Lucas & Lewellen 2008 Viognier (Santa Barbara County),2008,85,Central Coast,Viognier
Calcareous 2007 Reserve Estate Mourvèdre (Paso Robles),2007,84,Central Coast,Mourvèdre
Nobos 2007 Nobos Chardonnay (Monterey),2007,84,Central Coast,Chardonnay
Calcareous 2008 Marsanne (Paso Robles),2008,84,Central Coast,Marsanne
Galante 2007 Kick Ass Cabernet Sauvignon (Carmel Valley),2007,84,Central Coast,Cabernet Sauvignon
Peachy Canyon 2007 Snow Zinfandel (Paso Robles),2007,84,Central Coast,Zinfandel
Clayhouse 2008 Sauvignon Blanc (Paso Robles),2008,84,Central Coast,Sauvignon Blanc
Jalama 2007 Camp 4 Mourvèdre (Santa Barbara County),2007,84,Central Coast,Mourvèdre
Halter Ranch 2006 Cabernet Sauvignon (Paso Robles),2006,84,Central Coast,Cabernet Sauvignon
La Crema 2008 Pinot Noir (Monterey),2008,84,Central Coast,Pinot Noir
Terry Hoage 2007 Skins Grenache (Paso Robles),2007,84,Central Coast,Grenache
Lucas & Lewellen 2008 Late Harvest Viognier (Santa Barbara County),2008,84,Central Coast,Viognier
Eberle 2007 Vineyard Selection Cabernet Sauvignon (Paso Robles),2007,84,Central Coast,Cabernet Sauvignon
Robert Hall 2007 Merlot (Paso Robles),2007,84,Central Coast,Merlot
Lockwood 2007 Block 7 Pinot Noir (Monterey),2007,83,Central Coast,Pinot Noir
Mosby 2006 Teroldego (Santa Barbara County),2006,83,Central Coast,"Teroldego, Italian Red"
Muirwood 2007 Vaquero Vineyard Cabernet Sauvignon (Arroyo Seco),2007,83,Central Coast,Cabernet Sauvignon
Calcareous 2006 Cabernet Sauvignon (York Mountain),2006,83,Central Coast,Cabernet Sauvignon
Jalama 2006 El Capitan Red (Santa Barbara County),2006,83,Central Coast,"Red Blends, Red Blends"
Five Rivers 2006 Merlot (Central Coast),2006,83,Central Coast,Merlot
Peachy Canyon 2007 Vortex Zinfandel (Paso Robles),2007,83,Central Coast,Zinfandel
Calcareous 2006 Zinfandel (Paso Robles),2006,82,Central Coast,Zinfandel
Cinnabar 2007 Merlot (Paso Robles),2007,82,Central Coast,Merlot
Jalama 2007 Giallo White (Santa Barbara County),2007,82,Central Coast,White Blend
Clayhouse 2007 Adobe Red Red (Central Coast),2007,82,Central Coast,"Red Blends, Red Blends"
Lucas & Lewellen 2006 Syrah (Santa Barbara County),2006,82,Central Coast,Syrah
Fenestra 2008 Chardonnay (Livermore Valley),2008,81,Central Coast,Chardonnay
Lockwood 2008 Chardonnay (Monterey),2008,81,Central Coast,Chardonnay
Roar 2007 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands),2007,95,Central Coast,Pinot Noir
Roar 2007 Pisoni Vineyard Pinot Noir (Santa Lucia Highlands),2007,94,Central Coast,Pinot Noir
Testarossa 2007 Garys' Vineyard Syrah (Santa Lucia Highlands),2007,94,Central Coast,Syrah
Trenza 2007 Tinto Red (San Luis Obispo County),2007,94,Central Coast,"Red Blends, Red Blends"
La Fenêtre 2007 Le Bon Climat Vineyard Pinot Noir (Santa Maria Valley),2007,94,Central Coast,Pinot Noir
Foxen 2008 Estate Grown Dry Farmed Tinaquaic Vineyard Chardonnay (Santa Maria Valley),2008,94,Central Coast,Chardonnay
Roessler 2007 La Encantada Pinot Noir (Sta. Rita Hills),2007,94,Central Coast,Pinot Noir
Vina Robles 2007 Jardine Petite Sirah (Paso Robles),2007,93,Central Coast,Petite Sirah
Talley 2007 Rosemary's Vineyard Chardonnay (Arroyo Grande Valley),2007,93,Central Coast,Chardonnay
Pessagno 2007 Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),2007,93,Central Coast,Chardonnay
La Fenêtre 2007 Calmant Creek Vineyard Pinot Noir (Sta. Rita Hills),2007,93,Central Coast,Pinot Noir
Think Tank 2007 White Hawk Vineyard Syrah (Santa Barbara County),2007,93,Central Coast,Syrah
Furthermore 2007 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),2007,93,Central Coast,Pinot Noir
Pessagno 2007 Four Boys Vineyard Pinot Noir (Santa Lucia Highlands),2007,93,Central Coast,Pinot Noir
Talbott 2006 Chardonnay (Monterey County),2006,92,Central Coast,Chardonnay
Laetitia 2007 Reserve du Domaine Pinot Noir (Arroyo Grande Valley),2007,92,Central Coast,Pinot Noir
Trenza 2008 Blanco White (Edna Valley),2008,92,Central Coast,White Blend
Talley 2007 Rincon Vineyard Chardonnay (Arroyo Grande Valley),2007,92,Central Coast,Chardonnay
Falcone 2008 Chardonnay (Santa Barbara County),2008,92,Central Coast,Chardonnay
Dragonette 2007 Syrah (Santa Ynez Valley),2007,92,Central Coast,Syrah
Roessler 2007 Brosseau Pinot Noir (Chalone),2007,92,Central Coast,Pinot Noir
La Fenêtre 2007 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),2007,92,Central Coast,Chardonnay
Pessagno 2007 Lucia Highlands Vineyard Estate Grown Chardonnay (Santa Lucia Highlands),2007,92,Central Coast,Chardonnay
Morgan 2007 Double L Vineyard Pinot Noir (Santa Lucia Highlands),2007,92,Central Coast,Pinot Noir
Roessler 2007 Brosseau Chardonnay (Chalone),2007,91,Central Coast,Chardonnay
Foxen 2008 Vogelzang Vineyard Sauvignon Blanc (Santa Ynez Valley),2008,91,Central Coast,Sauvignon Blanc
Adelaida 2006 Reserve Viking Estate Vineyard Syrah (Paso Robles),2006,91,Central Coast,Syrah
Testarossa 2007 Thompson Vineyard Syrah (Santa Barbara County),2007,91,Central Coast,Syrah
Adelaida 2006 Reserve The Glenrose Vineyard Syrah (Paso Robles),2006,91,Central Coast,Syrah
Foxen 2008 Bien Nacido Vineyard Block UU Chardonnay (Santa Maria Valley),2008,91,Central Coast,Chardonnay
Foxen 2008 Bien Nacido Vineyard Steel Cut Chardonnay (Santa Maria Valley),2008,91,Central Coast,Chardonnay
Foxen 2008 Ernesto Wickenden Vineyard Chenin Blanc (Santa Maria Valley),2008,90,Central Coast,Chenin Blanc
Trenza 2008 Rosado Rosé (San Luis Obispo County),2008,90,Central Coast,Rosé
Concannon 2006 Nina's Cuvee Petite Sirah (Livermore Valley),2006,90,Central Coast,Petite Sirah
Concannon 2006 Captain Joe's Petite Sirah (Livermore Valley),2006,90,Central Coast,Petite Sirah
Milliarium 2007 La Encantada Pinot Noir (Sta. Rita Hills),2007,90,Central Coast,Pinot Noir
Morgan 2007 Rosella's Vineyard Chardonnay (Santa Lucia Highlands),2007,90,Central Coast,Chardonnay
Proulx 2007 Black Label Zinfandel (Paso Robles),2007,90,Central Coast,Zinfandel
Bernardus 2007 Tondré Vineyard Pinot Noir (Santa Lucia Highlands),2007,90,Central Coast,Pinot Noir
Pessagno 2005 Hames Valley Vineyard Port (Hames Valley),2005,90,Central Coast,"Port, Port Blend"
Roessler 2007 Clos Pepe Chardonnay (Sta. Rita Hills),2007,90,Central Coast,Chardonnay
Sextant 2006 Kamal Red (Paso Robles),2006,90,Central Coast,Bordeaux-style Red Blend
Bernardus 2007 Ingrid's Vineyard Pinot Noir (Carmel Valley),2007,90,Central Coast,Pinot Noir
Dragonette 2007 Pinot Noir (Sta. Rita Hills),2007,90,Central Coast,Pinot Noir
Davis Family 2007 Riesling (Santa Lucia Highlands),2007,90,Central Coast,Riesling
Peloton 2006 Diamond Jem Vineyard Cabernet Sauvignon (Paso Robles),2006,90,Central Coast,Cabernet Sauvignon
Peloton 2007 Laetitia Vineyard Syrah (Arroyo Grande Valley),2007,90,Central Coast,Syrah
Koehler 2007 Syrah (Santa Ynez Valley),2007,90,Central Coast,Syrah
Kenneth Volk 2006 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),2006,90,Central Coast,Pinot Noir
Laetitia 2007 Clone 2A - Wadensville Pinot Noir (Arroyo Grande Valley),2007,90,Central Coast,Pinot Noir
Pessagno 2007 Idyll Times Vineyard Pinot Noir (San Benito County),2007,90,Central Coast,Pinot Noir
Sextant 2007 Holystone Zinfandel (Paso Robles),2007,89,Central Coast,Zinfandel
Gainey 2008 Sauvignon Blanc (Santa Ynez Valley),2008,89,Central Coast,Sauvignon Blanc
Bernardus 2007 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands),2007,89,Central Coast,Pinot Noir
Wrath 2008 Destruction Level Sauvignon Blanc (Monterey),2008,89,Central Coast,Sauvignon Blanc
La Fenêtre 2007 Alisos Vineyard Syrah (Santa Barbara County),2007,89,Central Coast,Syrah
Koehler 2007 Grenache (Santa Ynez Valley),2007,89,Central Coast,Grenache
Toad Hollow 2008 Askew Sauvignon Blanc (Paso Robles),2008,89,Central Coast,Sauvignon Blanc
Pessagno 2008 La Estancia Vineyard Riesling (Santa Lucia Highlands),2008,89,Central Coast,Riesling
Concannon 2008 Assemblage Blanc Limited Release White (Livermore Valley),2008,89,Central Coast,White Blend
Kali Hart 2008 Chardonnay (Monterey County),2008,89,Central Coast,Chardonnay
Wrath 2007 877/Noir Syrah (Santa Lucia Highlands),2007,89,Central Coast,Syrah
Kenneth Volk 2007 San Bernabe Vineyard Malvasia Bianca (Monterey),2007,88,Central Coast,"Malvasia Bianca, Italian White"
Peloton 2008 Sauvignon Blanc (Paso Robles),2008,88,Central Coast,Sauvignon Blanc
Peachy Canyon 2007 Westside Zinfandel (Paso Robles),2007,88,Central Coast,Zinfandel
Carpe Diem 2007 Firepeak Vineyard Chardonnay (Edna Valley),2007,88,Central Coast,Chardonnay
Falcone 2007 Syrah (Paso Robles),2007,88,Central Coast,Syrah
Edna Valley Vineyard 2007 Paragon Vineyard Reserve Chardonnay (Edna Valley),2007,88,Central Coast,Chardonnay
Roessler 2007 Clos Pepe Pinot Noir (Sta. Rita Hills),2007,88,Central Coast,Pinot Noir
Waugh Cellars 2008 Fazio Vineyard Riesling (Santa Barbara County),2008,87,Central Coast,Riesling
Firestone 2007 Riesling (Central Coast),2007,87,Central Coast,Riesling
Morgan 2007 Syrah (Monterey),2007,87,Central Coast,Syrah
Morovino 2008 Pinot Grigio (Santa Barbara County),2008,87,Central Coast,Pinot Grigio
Lockwood 2008 Estate Grown and Bottled Sauvignon Blanc (Monterey),2008,87,Central Coast,Sauvignon Blanc
Stephen's 2006 Estate Vineyard Pinot Noir (York Mountain),2006,87,Central Coast,Pinot Noir
Concannon 2007 Reserve Zinfandel (Livermore Valley),2007,87,Central Coast,Zinfandel
Gainey 2007 Pinot Noir (Sta. Rita Hills),2007,87,Central Coast,Pinot Noir
Scott Family 2007 Dijon Clone Pinot Noir (Arroyo Seco),2007,87,Central Coast,Pinot Noir
Sextant 2007 Nightwatch Red (Paso Robles),2007,87,Central Coast,"Red Blends, Red Blends"
Talley 2007 Oliver's Vineyard Chardonnay (Edna Valley),2007,87,Central Coast,Chardonnay
Laetitia 2007 Estate Pinot Noir (Arroyo Grande Valley),2007,87,Central Coast,Pinot Noir
Falcone 2007 Cabernet Sauvignon (Paso Robles),2007,87,Central Coast,Cabernet Sauvignon
Novy 2007 Rosella's Vineyard Syrah (Santa Lucia Highlands),2007,87,Central Coast,Syrah
Muns 2007 Pinot Noir (Santa Cruz Mountains),2007,87,Central Coast,Pinot Noir
MacMurray Ranch 2007 Pinot Noir (Central Coast),2007,87,Central Coast,Pinot Noir
Roessler 2007 Peregrine Pinot Noir (Sta. Rita Hills),2007,87,Central Coast,Pinot Noir
Pessagno 2006 Idyll Times Vineyard Syrah (San Benito County),2006,87,Central Coast,Syrah
Pessagno 2007 Idyll Times Vineyard Zinfandel (San Benito County),2007,87,Central Coast,Zinfandel
Cana 2008 Ryland Malbec (Contra Costa County),2008,87,Central Coast,Malbec
Muns 2005 Pinot Noir (Santa Cruz Mountains),2005,87,Central Coast,Pinot Noir
Muns 2006 Pinot Noir (Santa Cruz Mountains),2006,87,Central Coast,Pinot Noir
Three Saints 2007 Pinot Noir (Santa Maria Valley),2007,87,Central Coast,Pinot Noir
Adelaida 2006 Reserve Viking Estate Vineyard Cabernet Sauvignon (Paso Robles),2006,87,Central Coast,Cabernet Sauvignon
Whitehurst 2008 McGinley Vineyard Chiara Roussanne (Santa Ynez Valley),2008,87,Central Coast,Roussanne
Stephen's 2006 Stromsoe Vineyard Pinot Noir (San Luis Obispo County),2006,87,Central Coast,Pinot Noir
Peloton 2007 Zinfandel (Paso Robles),2007,86,Central Coast,Zinfandel
Clayhouse 2008 Malbec (Paso Robles),2008,86,Central Coast,Malbec
Daily 2008 Unoaked Chardonnay (Monterey),2008,86,Central Coast,Chardonnay
Gainey 2008 Riesling (Santa Ynez Valley),2008,86,Central Coast,Riesling
Clautiere 2008 Estate Viognier (Paso Robles),2008,86,Central Coast,Viognier
Dragonette 2008 Sauvignon Blanc (Santa Ynez Valley),2008,86,Central Coast,Sauvignon Blanc
Wrath 2007 115/667 Pinot Noir (Monterey),2007,86,Central Coast,Pinot Noir
Lapis Luna 2008 Unoaked Chardonnay (Monterey County),2008,86,Central Coast,Chardonnay
Rivka Simone 2007 Syrah (Santa Barbara County),2007,86,Central Coast,Syrah
Taz 2008 Pinot Gris (Santa Barbara County),2008,86,Central Coast,Pinot Gris
Carpe Diem 2007 Firepeak Vineyard Pinot Noir (Edna Valley),2007,86,Central Coast,Pinot Noir
Scott 2007 Sierra Madre Vineyard Pinot Noir (Santa Maria Valley),2007,86,Central Coast,Pinot Noir
Sextant 2008 Chardonnay (Central Coast),2008,85,Central Coast,Chardonnay
Scott 2007 Cuvee J Red (Central Coast),2007,85,Central Coast,"Red Blends, Red Blends"
Domaine Alfred 2007 Chamisal Vineyards Pinot Noir (Edna Valley),2007,85,Central Coast,Pinot Noir
Taz 2007 Fiddlestix Vineyard Pinot Noir (Sta. Rita Hills),2007,85,Central Coast,Pinot Noir
Harrington 2007 Brosseau Vineyard Pinot Noir (Chalone),2007,85,Central Coast,Pinot Noir
San Simeon 2005 Cabernet Sauvignon (Paso Robles),2005,85,Central Coast,Cabernet Sauvignon
Monterey Vineyard 2007 Pinot Noir (Santa Lucia Highlands),2007,85,Central Coast,Pinot Noir
Proulx 2006 Black Label Petite Sirah (Paso Robles),2006,85,Central Coast,Petite Sirah
Bernardus 2007 Late Harvest Griva Vineyard Sauvignon (Arroyo Seco),2007,85,Central Coast,"Sauvignon, Sauvignon Blanc"
Stephen's 2007 MacBride Vineyard Chardonnay (York Mountain),2007,85,Central Coast,Chardonnay
Verve 2007 Pinot Noir (Santa Cruz Mountains),2007,85,Central Coast,Pinot Noir
San Simeon 2008 Pinot Noir (Monterey),2008,85,Central Coast,Pinot Noir
Kenneth Volk 2006 Sierra Madre Vineyards Pinot Noir (Santa Maria Valley),2006,85,Central Coast,Pinot Noir
Cameron Hughes 2007 Lot 117 Grenache Blanc- Viognier (Santa Barbara County),2007,85,Central Coast,Viognier
Kenneth Volk 2006 Garey Vineyard Pinot Noir (Santa Maria Valley),2006,85,Central Coast,Pinot Noir
Kenneth Volk 2007 Santa Maria Cuvée Pinot Noir (Santa Maria Valley),2007,85,Central Coast,Pinot Noir
Edna Valley Vineyard 2007 Paragon Pinot Noir (San Luis Obispo County),2007,85,Central Coast,Pinot Noir
Stephen's 2006 Encell Vineyard Pinot Noir (San Luis Obispo County),2006,85,Central Coast,Pinot Noir
Maddalena 2007 Chardonnay (Monterey),2007,84,Central Coast,Chardonnay
Alchemy Wine Productions 2007 Grenache (Santa Ynez Valley),2007,84,Central Coast,Grenache
Bernardus 2005 Marinus Red (Carmel Valley),2005,84,Central Coast,Bordeaux-style Red Blend
Indian Valley 2006 Nation Red (Central Coast),2006,84,Central Coast,Bordeaux-style Red Blend
Blackburn Wine Company 2007 Cabernet Sauvignon (Paso Robles),2007,84,Central Coast,Cabernet Sauvignon
San Simeon 2006 Syrah (Monterey),2006,84,Central Coast,Syrah
Taz 2007 Pinot Noir (Santa Barbara County),2007,84,Central Coast,Pinot Noir
Edward Sellers 2008 Viognier (Paso Robles),2008,84,Central Coast,Viognier
Dobbin Lane Wines 2007 Chardonnay (Central Coast),2007,84,Central Coast,Chardonnay
Edward Sellers 2008 Roussanne (Paso Robles),2008,84,Central Coast,Roussanne
Scott 2007 Black Oak Vineyard Syrah (Santa Ynez Valley),2007,84,Central Coast,Syrah
Scott Family 2008 Dijon Clone Chardonnay (Arroyo Seco),2008,84,Central Coast,Chardonnay
Stephen's 2006 Moore Vineyard Pinot Noir (San Luis Obispo County),2006,84,Central Coast,Pinot Noir
San Antonio 2008 Heritage Blanc Estate Select White (Central Coast),2008,84,Central Coast,White Blend
Thomas Fogarty 1998 Late Disgorged Blanc de Blanc Sparkling (Santa Cruz Mountains),1998,84,Central Coast,"Sparkling Blend, Sparkling"
Morovino 2005 Sangiovese (Santa Barbara County),2005,83,Central Coast,Sangiovese
Pianetta 2007 Bilancio Red (Monterey),2007,83,Central Coast,"Red Blends, Red Blends"
Vina Robles 2008 Chardonnay (Monterey),2008,83,Central Coast,Chardonnay
Courtney's Angels 2007 Chardonnay (Santa Barbara County),2007,83,Central Coast,Chardonnay
Midnight 2006 Nocturne Syrah (Paso Robles),2006,83,Central Coast,Syrah
Cameron Hughes 2007 Lot 135 Syrah (Central Coast),2007,83,Central Coast,Syrah
Firestone 2008 Sauvignon Blanc (Santa Ynez Valley),2008,83,Central Coast,Sauvignon Blanc
Cameron Hughes 2007 Lot 118 Viognier (Santa Barbara County),2007,83,Central Coast,Viognier
Two Angels 2008 Chardonnay (Central Coast),2008,83,Central Coast,Chardonnay
San Antonio 2006 Cask 520 Red (Paso Robles),2006,83,Central Coast,Bordeaux-style Red Blend
Stefania 2007 Uvas Creek Vineyard Cabernet Sauvignon (Santa Clara Valley),2007,83,Central Coast,Cabernet Sauvignon
Cupcake 2007 Merlot (Central Coast),2007,82,Central Coast,Merlot
Cupcake 2008 Chardonnay (Central Coast),2008,82,Central Coast,Chardonnay
Maddalena 2005 Merlot (Paso Robles),2005,82,Central Coast,Merlot
Mission Trail 2007 Sauvignon Blanc (Monterey County),2007,82,Central Coast,Sauvignon Blanc
San Simeon 2005 Merlot (Paso Robles),2005,82,Central Coast,Merlot
San Simeon 2005 Petite Sirah (Paso Robles),2005,82,Central Coast,Petite Sirah
Kenneth Volk 2005 Starr Ranch Vineyard Tempranillo (Paso Robles),2005,82,Central Coast,Tempranillo
Dobbin Lane Wines 2007 Cabernet Sauvignon (Central Coast),2007,82,Central Coast,Cabernet Sauvignon
Pianetta 2007 Tuscan Nights Red (Central Coast),2007,82,Central Coast,"Red Blends, Red Blends"
Cupcake 2007 Cabernet Sauvignon (Central Coast),2007,82,Central Coast,Cabernet Sauvignon
Concannon 2006 Reserve Cabernet Sauvignon (Livermore Valley),2006,82,Central Coast,Cabernet Sauvignon
Flock by Smoking Loon 2007 Cabernet Sauvignon (Paso Robles),2007,82,Central Coast,Cabernet Sauvignon
Flock by Smoking Loon 2008 Pinot Noir (Monterey),2008,82,Central Coast,Pinot Noir
San Marcos Creek 2005 Estate Cabernet Franc (Paso Robles),2005,82,Central Coast,Cabernet Franc
Alchemy Wine Productions 2006 Colson Canyon Syrah (Santa Maria Valley),2006,82,Central Coast,Syrah
San Marcos Creek 2005 Estate Cabernet Sauvignon (Paso Robles),2005,82,Central Coast,Cabernet Sauvignon
Kenneth Volk 2006 Santa Maria Cuvée Chardonnay (Santa Maria Valley),2006,82,Central Coast,Chardonnay
Blackburn Wine Company 2006 Park Blend Red (Paso Robles),2006,82,Central Coast,"Red Blends, Red Blends"
Longevity 2008 Chardonnay (Livermore Valley),2008,81,Central Coast,Chardonnay
Pianetta 2007 Zinfandel (Paso Robles),2007,81,Central Coast,Zinfandel
Concannon 2007 Selected Vineyards Cabernet Sauvignon (Central Coast),2007,81,Central Coast,Cabernet Sauvignon
Proulx 2006 Yellow Label Petite Sirah (Paso Robles),2006,81,Central Coast,Petite Sirah
Verve 2007 Old Vines Pinot Noir (Monterey),2007,81,Central Coast,Pinot Noir
Purple Cowboy 2007 Tenacious Red (Paso Robles),2007,81,Central Coast,"Red Blends, Red Blends"
Kenneth Volk 2006 Enz Vineyard Mourvèdre (Lime Kiln Valley),2006,81,Central Coast,Mourvèdre
Purple Cowboy 2007 Night Rider Merlot (Paso Robles),2007,81,Central Coast,Merlot
Mission Trail 2005 Friars' Vineyard Garnacha (Monterey County),2005,80,Central Coast,"Garnacha, Grenache"
Mission Trail 2006 Syrah (Monterey County),2006,80,Central Coast,Syrah
Sanford 2007 La Entrada Chardonnay (Sta. Rita Hills),2007,93,Central Coast,Chardonnay
Sanford 2007 La Rinconada Vineyard Chardonnay (Sta. Rita Hills),2007,93,Central Coast,Chardonnay
La Honda Winery 2006 Lonehawk Vineyard Cabernet Sauvignon (Santa Cruz Mountains),2006,93,Central Coast,Cabernet Sauvignon
Pali 2007 Boer Family Vineyard Pinot Noir (Chalone),2007,92,Central Coast,Pinot Noir
Calera 2006 Reed Vineyard Pinot Noir (Mt. Harlan),2006,92,Central Coast,Pinot Noir
Tercero 2008 Camp 4 Vineyard Grenache Blanc (Santa Ynez Valley),2008,91,Central Coast,"Grenache Blanc, Other White"
Stephen Ross 2007 Oliver's Vineyard Chardonnay (Edna Valley),2007,91,Central Coast,Chardonnay
Pali 2007 Huntington Pinot Noir (Santa Barbara County),2007,91,Central Coast,Pinot Noir
Kynsi 2006 Stone Corral Pinot Noir (Edna Valley),2006,91,Central Coast,Pinot Noir
Calera 2006 Selleck Vineyard Pinot Noir (Mt. Harlan),2006,90,Central Coast,Pinot Noir
Pali 2007 Turner Vineyard Pinot Noir (Sta. Rita Hills),2007,90,Central Coast,Pinot Noir
Alma Rosa 2008 La Encantada Vineyard Pinot Blanc (Sta. Rita Hills),2008,90,Central Coast,Pinot Blanc
Lane Tanner 2007 Julia's Vineyard Pinot Noir (Santa Maria Valley),2007,90,Central Coast,Pinot Noir
Alma Rosa 2007 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),2007,90,Central Coast,Pinot Noir
